"nhanes5k.csv.PART_1:30","\laboratory\volatile compounds\Blood Ethylbenzene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:31","\laboratory\volatile compounds\Blood MTBE (pg/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:32","\laboratory\volatile compounds\Blood o-Xylene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:33","\laboratory\volatile compounds\Blood Styrene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:34","\laboratory\volatile compounds\Blood Trichloroethene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:36","\laboratory\volatile compounds\Blood Toluene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:37","\laboratory\volatile compounds\Blood m-/p-Xylene (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:17","\laboratory\volatile compounds\Water Bromoform (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:19","\laboratory\volatile compounds\Water Bromodichloromethane (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:18","\laboratory\volatile compounds\Water Chloroform (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:20","\laboratory\volatile compounds\Water Dibromochloromethane (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:21","\laboratory\volatile compounds\Water MTBE (ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_1:6","\demographics\SDDSRVYR\","","NUMERIC",""
"nhanes5k.csv.PART_1:4","\demographics\SDMVPSU\","","NUMERIC",""
"nhanes5k.csv.PART_1:5","\demographics\SDMVSTRA\","","NUMERIC",""
"nhanes5k.csv.PART_1:1","\demographics\SES_LEVEL\","","NUMERIC",""
"nhanes5k.csv.PART_1:45","\laboratory\heavy metals\Barium urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:46","\laboratory\heavy metals\Beryllium urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:47","\laboratory\heavy metals\Cadmium urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:38","\laboratory\bacterial infection\Urinary Chlamydia\","","NUMERIC",""
"nhanes5k.csv.PART_1:48","\laboratory\heavy metals\Cobalt urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:49","\laboratory\heavy metals\Cesium urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:39","\laboratory\bacterial infection\Urinary Gonorrhea\","","NUMERIC",""
"nhanes5k.csv.PART_1:50","\laboratory\heavy metals\Molybdenum urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_1:3","\demographics\WTMEC2YR\","","NUMERIC",""
"nhanes5k.csv.PART_1:7","\demographics\WTMEC4YR\","","NUMERIC",""
"nhanes5k.csv.PART_2:34","\laboratory\heavy metals\Window"," FAAS (ug/sq. ft.)\","","NUMERIC",""
"nhanes5k.csv.PART_2:23","\laboratory\biochemistry\LDL-cholesterol (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:30","\laboratory\bacterial infection\Rubella international units\","","NUMERIC",""
"nhanes5k.csv.PART_2:9","\laboratory\nutrients\Vitamin B12 serum (pg/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:20","\laboratory\biochemistry\Bone alkaline phosphotase (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_2:17","\laboratory\biochemistry\C-peptide: SI(nmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_2:19","\laboratory\biochemistry\C-reactive protein(mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:32","\laboratory\heavy metals\Floor GFAAS (ug/sq.ft.)\N","NUMERIC",""
"nhanes5k.csv.PART_2:33","\laboratory\heavy metals\Floor FAAS (ug/sq. ft.)\T","NUMERIC",""
"nhanes5k.csv.PART_2:38","\laboratory\polyflourochemicals\2-(N-ethyl-PFOSA) acetate\","","NUMERIC",""
"nhanes5k.csv.PART_2:11","\laboratory\biochemistry\Ferritin(ng/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:10","\laboratory\nutrients\Folate serum (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:15","\laboratory\biochemistry\Glycohemoglobin (%)\","","NUMERIC",""
"nhanes5k.csv.PART_2:16","\laboratory\biochemistry\Glucose plasma (mg/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:6","\laboratory\biochemistry\Homocysteine (umol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_2:13","\laboratory\viral infection\Herpes I\","","NUMERIC",""
"nhanes5k.csv.PART_2:14","\laboratory\viral infection\Herpes II\","","NUMERIC",""
"nhanes5k.csv.PART_2:18","\laboratory\hormone\Insulin (uU/mL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:29","\laboratory\bacterial infection\Measles\","","NUMERIC",""
"nhanes5k.csv.PART_2:7","\laboratory\biochemistry\Methylmalonic acid (umol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_2:39","\laboratory\polyflourochemicals\2-(N-methyl-PFOSA) acetate\","","NUMERIC",""
"nhanes5k.csv.PART_2:40","\laboratory\polyflourochemicals\Perfluorodecanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:45","\laboratory\polyflourochemicals\Perfluorododecanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:41","\laboratory\polyflourochemicals\Perfluoroheptanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:37","\laboratory\polyflourochemicals\Perfluorohexane sulfonic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:42","\laboratory\polyflourochemicals\Perfluorononanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:35","\laboratory\polyflourochemicals\Perfluorooctanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:36","\laboratory\polyflourochemicals\Perfluorooctane sulfonic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:43","\laboratory\polyflourochemicals\Perfluorooctane sulfonamide\","","NUMERIC",""
"nhanes5k.csv.PART_2:44","\laboratory\polyflourochemicals\Perfluoroundecanoic acid\","","NUMERIC",""
"nhanes5k.csv.PART_2:8","\laboratory\nutrients\Folate RBC (ng/mL RBC)\N","NUMERIC",""
"nhanes5k.csv.PART_2:21","\laboratory\biochemistry\Total Cholesterol (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:27","\laboratory\bacterial infection\Toxoplasma (IgG)\","","NUMERIC",""
"nhanes5k.csv.PART_2:28","\laboratory\bacterial infection\Toxoplasma (IgM)\","","NUMERIC",""
"nhanes5k.csv.PART_2:22","\laboratory\biochemistry\Triglyceride (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_2:31","\laboratory\bacterial infection\Varicella\","","NUMERIC",""
"nhanes5k.csv.PART_2:46","\laboratory\phthalates\Mono-n-butyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_2:47","\laboratory\phthalates\Mono-cyclohexyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_2:48","\laboratory\phthalates\Mono-ethyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_2:49","\laboratory\phthalates\Mono-(2-ethyl)-hexyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_2:50","\laboratory\phthalates\Mono-isononyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_2:24","\laboratory\biochemistry\Creatinine urine (umol/L)\N","NUMERIC",""
"nhanes5k.csv.PART_2:12","\laboratory\heavy metals\Mercury urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:25","\laboratory\biochemistry\Albumin urine (ug/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:26","\laboratory\biochemistry\Albumin urine (mg/L) SI\N","NUMERIC",""
"nhanes5k.csv.PART_2:1","\laboratory\heavy metals\Lead urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:2","\laboratory\heavy metals\Platinum urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:3","\laboratory\heavy metals\Antimony urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:4","\laboratory\heavy metals\Thallium urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_2:5","\laboratory\heavy metals\Tungsten urine (ng/mL)\N","NUMERIC",""
"nhanes5k.csv.PART_3:29","\questionnaire\cognitive functioning\Exercises Correct\","","NUMERIC",""
"nhanes5k.csv.PART_3:13","\laboratory\blood\Basophils number\","","NUMERIC",""
"nhanes5k.csv.PART_3:12","\laboratory\blood\Eosinophils number\","","NUMERIC",""
"nhanes5k.csv.PART_3:9","\laboratory\blood\Lymphocyte number\","","NUMERIC",""
"nhanes5k.csv.PART_3:10","\laboratory\blood\Monocyte number\","","NUMERIC",""
"nhanes5k.csv.PART_3:11","\laboratory\blood\Segmented neutrophils number\","","NUMERIC",""
"nhanes5k.csv.PART_3:30","\laboratory\pcbs\PCB28 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:31","\laboratory\pcbs\PCB66 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:32","\laboratory\pcbs\PCB74 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:33","\laboratory\pcbs\PCB105 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:34","\laboratory\pcbs\PCB118 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:35","\laboratory\pcbs\PCB156 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:36","\laboratory\pcbs\PCB157 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:37","\laboratory\pcbs\PCB167 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_3:8","\laboratory\blood\Basophils percent (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:38","\laboratory\dioxins\12378-pncdd (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:39","\laboratory\dioxins\123678-hxcdd (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:40","\laboratory\dioxins\123789-hxcdd (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:41","\laboratory\dioxins\1234678-hpcdd (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:42","\laboratory\dioxins\12346789-ocdd (fg/g)\","NUMERIC",""
"nhanes5k.csv.PART_3:7","\laboratory\blood\Eosinophils percent (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:43","\laboratory\furans\2378-tcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:44","\laboratory\furans\12378-pncdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:45","\laboratory\furans\23478-pncdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:46","\laboratory\furans\123478-hxcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:47","\laboratory\furans\123678-hxcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:48","\laboratory\furans\123789-hxcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:49","\laboratory\furans\234678-hxcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:50","\laboratory\furans\1234678-hpcdf (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_3:16","\laboratory\blood\Hematocrit (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:15","\laboratory\blood\Hemoglobin (g/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:4","\laboratory\blood\Lymphocyte percent (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:19","\laboratory\blood\MCHC (g/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:18","\laboratory\blood\Mean cell hemoglobin (pg)\","","NUMERIC",""
"nhanes5k.csv.PART_3:17","\laboratory\blood\Mean cell volume (fL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:5","\laboratory\blood\Monocyte percent (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:22","\laboratory\blood\Mean platelet volume (fL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:6","\laboratory\blood\Segmented neutrophils percent (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:21","\laboratory\blood\Platelet count SI (1000 cells/uL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:14","\laboratory\blood\Red blood cell count (million cells/uL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:20","\laboratory\blood\Red cell distribution width (%)\","","NUMERIC",""
"nhanes5k.csv.PART_3:3","\laboratory\blood\White blood cell count (1000 cells/uL)\","","NUMERIC",""
"nhanes5k.csv.PART_3:1","\laboratory\phthalates\Mono-n-octyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_3:2","\laboratory\phthalates\Mono-benzyl phthalate\","","NUMERIC",""
"nhanes5k.csv.PART_3:23","\laboratory\diakyl\Dimethylphosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_3:24","\laboratory\diakyl\Diethylphosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_3:25","\laboratory\diakyl\Dimethylthiophosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_3:26","\laboratory\diakyl\Diethylthiophosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_3:27","\laboratory\diakyl\Dimethyldithiophosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_3:28","\laboratory\diakyl\Diethyldithiophosphate (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:43","\questionnaire\cognitive functioning\Exercises Finished\","","NUMERIC",""
"nhanes5k.csv.PART_4:6","\laboratory\pcbs\PCB52 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:7","\laboratory\pcbs\PCB99 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:8","\laboratory\pcbs\PCB101 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:9","\laboratory\pcbs\PCB128 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:10","\laboratory\pcbs\PCB138 & 158 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:11","\laboratory\pcbs\PCB146 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:12","\laboratory\pcbs\PCB153 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:13","\laboratory\pcbs\PCB170 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:14","\laboratory\pcbs\PCB172 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:15","\laboratory\pcbs\PCB177 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:16","\laboratory\pcbs\PCB178 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:17","\laboratory\pcbs\PCB180 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:18","\laboratory\pcbs\PCB183 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:19","\laboratory\pcbs\PCB187 (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:21","\laboratory\pesticides\Beta-hexachlorocyclohexane (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:44","\laboratory\biochemistry\Protoporphyrin(ug/dL RBC)\","","NUMERIC",""
"nhanes5k.csv.PART_4:1","\laboratory\furans\12346789-ocdf (fg/g)\","NUMERIC",""
"nhanes5k.csv.PART_4:22","\laboratory\pesticides\Gamma-hexachlorocyclohexane (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:20","\laboratory\pesticides\Hexachlorobenzene (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:28","\laboratory\pesticides\Heptachlor Epoxide (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:4","\laboratory\pcbs\334455-hxcb (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_4:29","\laboratory\pesticides\Mirex (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:25","\laboratory\pesticides\o","p-DDT (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:26","\laboratory\pesticides\Oxychlordane (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:2","\laboratory\pcbs\3","3","4","4","5-pncb (fg/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:23","\laboratory\pesticides\pp-DDE (ng/g)\N","NUMERIC",""
"nhanes5k.csv.PART_4:24","\laboratory\pesticides\pp-DDT (ng/g)\N","NUMERIC",""
"nhanes5k.csv.PART_4:46","\laboratory\biochemistry\Albumin (g/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_4:49","\laboratory\biochemistry\Alkaline phosphotase (U/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:48","\laboratory\biochemistry\Aspartate aminotransferase AST (U/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:47","\laboratory\biochemistry\Alanine aminotransferase ALT (U/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:50","\laboratory\biochemistry\Blood urea nitrogen (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_4:45","\laboratory\nutrients\Selenium(ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:3","\laboratory\pcbs\3445-tcb (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_4:5","\laboratory\dioxins\2378-tcdd (fg/g)\N","NUMERIC",""
"nhanes5k.csv.PART_4:27","\laboratory\pesticides\Trans-nonachlor (ng/g)\","","NUMERIC",""
"nhanes5k.csv.PART_4:30","\laboratory\hydrocarbons\3-fluorene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:31","\laboratory\hydrocarbons\2-fluorene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:32","\laboratory\hydrocarbons\3-phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:33","\laboratory\hydrocarbons\1-phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:34","\laboratory\hydrocarbons\2-phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:35","\laboratory\hydrocarbons\1-benzo[c] phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:36","\laboratory\hydrocarbons\1-pyrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:37","\laboratory\hydrocarbons\2-benzo[c] phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:38","\laboratory\hydrocarbons\1-benzo[a] anthracene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:39","\laboratory\hydrocarbons\6-chrysene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:40","\laboratory\hydrocarbons\3-benzo[c] phenanthrene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:41","\laboratory\hydrocarbons\3-chrysene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_4:42","\laboratory\hydrocarbons\3-benz[a] anthracene (ng/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:33","\laboratory\biochemistry\HDL-cholesterol (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:21","\laboratory\biochemistry\Transferrin saturation (%)\","","NUMERIC",""
"nhanes5k.csv.PART_5:31","\laboratory\biochemistry\Fibrinogen (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:29","\laboratory\biochemistry\Plasma glucose: SI(mmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:23","\laboratory\nutrients\g-tocopherol(ug/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:30","\laboratory\hormone\Insulin: SI(pmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:19","\laboratory\nutrients\Iron Frozen Serum (ug/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_5:24","\laboratory\nutrients\Retinyl palmitate(ug/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:25","\laboratory\nutrients\Retinyl stearate(ug/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:3","\laboratory\biochemistry\Bicarbonate (mmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:1","\laboratory\biochemistry\Total calcium (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:2","\laboratory\biochemistry\Cholesterol (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:16","\laboratory\biochemistry\Chloride (mmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:13","\laboratory\biochemistry\1/Creatinine (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:18","\laboratory\biochemistry\Globulin (g/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:5","\laboratory\biochemistry\Glucose serum (mg/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_5:4","\laboratory\biochemistry\Gamma glutamyl transferase (U/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:6","\laboratory\biochemistry\Iron refigerated (ug/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_5:15","\laboratory\biochemistry\Potassium (mmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:7","\laboratory\biochemistry\Lactate dehydrogenase LDH (U/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:14","\laboratory\biochemistry\Sodium (mmol/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:17","\laboratory\biochemistry\Osmolality (mmol/Kg)\","","NUMERIC",""
"nhanes5k.csv.PART_5:8","\laboratory\biochemistry\Phosphorus (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:9","\laboratory\biochemistry\Total bilirubin (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:10","\laboratory\biochemistry\Total protein (g/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:11","\laboratory\biochemistry\Triglycerides (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:12","\laboratory\biochemistry\Uric acid (mg/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:20","\laboratory\biochemistry\TIBC Frozen Serum (ug/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_5:34","\laboratory\bacterial infection\Toxoplasma (Dye)\","","TEXT",""
"nhanes5k.csv.PART_5:26","\laboratory\nutrients\Retinol(ug/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:22","\laboratory\nutrients\a-Tocopherol(ug/dL)\","","NUMERIC",""
"nhanes5k.csv.PART_5:35","\laboratory\pesticides\25-dichlorophenol (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:36","\laboratory\pesticides\245-trichlorophenol (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:37","\laboratory\pesticides\24-D (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:38","\laboratory\pesticides\245-T (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:39","\laboratory\pesticides\246-trichlorophenol (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:49","\laboratory\pesticides\4-fluoro-3-phenoxybenzoic (ug/L) acid\","","NUMERIC",""
"nhanes5k.csv.PART_5:40","\laboratory\pesticides\Atrazine mercapturate (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:50","\laboratory\pesticides\dibromovinyl-dimeth prop carboacid(ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:41","\laboratory\pesticides\Carbofuranphenol (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:28","\laboratory\pesticides\cis dichlorovnl-dimeth carboacid (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:43","\laboratory\pesticides\356-trichloropyridinol (ug/L) result\N","NUMERIC",""
"nhanes5k.csv.PART_5:42","\laboratory\pesticides\DEET (ug/L)\","","NUMERIC",""
"nhanes5k.csv.PART_5:44","\laboratory\pesticides\Oxypyrimidine (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:32","\laboratory\biochemistry\N-Telopeptides (nmol BCE)\","","NUMERIC",""
"nhanes5k.csv.PART_5:48","\laboratory\pesticides\O-Phenyl phenol (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:45","\laboratory\pesticides\Paranitrophenol (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:46","\laboratory\pesticides\Pentachlorophenol (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:47","\laboratory\phenols\2-isopropoxyphenol (ug/L) result\","","NUMERIC",""
"nhanes5k.csv.PART_5:27","\laboratory\biochemistry\Creatinine urine (mg/dL)\N","NUMERIC",""
"nhanes5k.csv.PART_6:47","\questionnaire\pharmaceutical\ALBUTEROL\","","NUMERIC",""
"nhanes5k.csv.PART_6:49","\questionnaire\pharmaceutical\AMOXICILLIN\","","NUMERIC",""
"nhanes5k.csv.PART_6:39","\questionnaire\alcohol use\drink 5 in a day\","","NUMERIC",""
"nhanes5k.csv.PART_6:43","\questionnaire\street drug\Ever used cocaine or other street drug\","","NUMERIC",""
