nhaneslargesample.csv:697,\questionnaire\disease\Any Hypertension? (BP >= 139/90 or self report)\,,NUMERIC,
nhaneslargesample.csv:478,\questionnaire\social support\anyone_to_help_social\,,NUMERIC,
nhaneslargesample.csv:1157,\demographics\area\,,TEXT,
nhaneslargesample.csv:1110,\questionnaire\supplement use\ARGININE_gm\,,TEXT,
nhaneslargesample.csv:655,\questionnaire\supplement use\ARGININE_mg\,,NUMERIC,
nhaneslargesample.csv:353,\questionnaire\pharmaceutical\ASPIRIN\,,NUMERIC,
nhaneslargesample.csv:306,\questionnaire\pharmaceutical\ATENOLOL\,,NUMERIC,
nhaneslargesample.csv:979,\questionnaire\pharmaceutical\ATORVASTATIN\,,TEXT,
nhaneslargesample.csv:301,\questionnaire\pharmaceutical\ATORVASTATIN_CALCIUM\,,NUMERIC,
nhaneslargesample.csv:1041,\questionnaire\pharmaceutical\AZITHROMYCIN\,,TEXT,
nhaneslargesample.csv:368,\questionnaire\pharmaceutical\AZITHROMYCIN_DIHYDRATE\,,NUMERIC,
nhaneslargesample.csv:343,\questionnaire\pharmaceutical\BECLOMETHASONE_DIPROPIONATE\,,NUMERIC,
nhaneslargesample.csv:1031,\questionnaire\pharmaceutical\BENAZEPRIL\,,TEXT,
nhaneslargesample.csv:354,\questionnaire\pharmaceutical\BENAZEPRIL_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:1128,\questionnaire\supplement use\BETA_CAROTENE__\,,TEXT,
nhaneslargesample.csv:658,\questionnaire\supplement use\BETA_CAROTENE_IU\,,NUMERIC,
nhaneslargesample.csv:660,\questionnaire\supplement use\BETA_CAROTENE_mcg\,,NUMERIC,
nhaneslargesample.csv:659,\questionnaire\supplement use\BETA_CAROTENE_mg\,,NUMERIC,
nhaneslargesample.csv:1111,\questionnaire\supplement use\BETA_CAROTENE_Unknown\,,TEXT,
nhaneslargesample.csv:699,\questionnaire\disease\bladder_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:700,\questionnaire\disease\blood_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:615,\examination\body measures\Body Mass Index (kg/m**2)\,,NUMERIC,
nhaneslargesample.csv:617,\examination\body measures\Maximal Calf Circumference (cm)\,,NUMERIC,
nhaneslargesample.csv:613,\examination\body measures\Head Circumference (cm)\,,NUMERIC,
nhaneslargesample.csv:614,\examination\body measures\Standing Height (cm)\,,NUMERIC,
nhaneslargesample.csv:616,\examination\body measures\Upper Leg Length (cm)\,,NUMERIC,
nhaneslargesample.csv:612,\examination\body measures\Recumbent Length (cm)\,,NUMERIC,
nhaneslargesample.csv:621,\examination\body measures\Subscapular Skinfold (mm)\,,NUMERIC,
nhaneslargesample.csv:619,\examination\body measures\Thigh Circumference (cm)\,,NUMERIC,
nhaneslargesample.csv:620,\examination\body measures\Triceps Skinfold (mm)\,,NUMERIC,
nhaneslargesample.csv:618,\examination\body measures\Waist Circumference (cm)\,,NUMERIC,
nhaneslargesample.csv:611,\examination\body measures\Weight (kg)\,,NUMERIC,
nhaneslargesample.csv:701,\questionnaire\disease\bone_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:622,\examination\blood pressure\60 sec HR (30 sec HR * 2)\,,NUMERIC,
nhaneslargesample.csv:640,\examination\blood pressure\60 sec. pulse (30 sec. pulse * 2):\,,NUMERIC,
nhaneslargesample.csv:702,\questionnaire\disease\brain_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:703,\questionnaire\disease\breast_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:962,\questionnaire\pharmaceutical\BUDESONIDE\,,TEXT,
nhaneslargesample.csv:1015,\questionnaire\pharmaceutical\BUPROPION\,,TEXT,
nhaneslargesample.csv:348,\questionnaire\pharmaceutical\BUPROPION_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:698,\questionnaire\disease\Any CAD (self report)\,,NUMERIC,
nhaneslargesample.csv:661,\questionnaire\supplement use\CAFFEINE_mg\,,NUMERIC,
nhaneslargesample.csv:662,\questionnaire\supplement use\CALCIUM_mg\,,NUMERIC,
nhaneslargesample.csv:663,\questionnaire\supplement use\CALCIUM_PPM\,,NUMERIC,
nhaneslargesample.csv:1112,\questionnaire\supplement use\CALCIUM_Trace\,,TEXT,
nhaneslargesample.csv:1113,\questionnaire\supplement use\CALCIUM_Unknown\,,TEXT,
nhaneslargesample.csv:363,\questionnaire\pharmaceutical\CAPTOPRIL\,,NUMERIC,
nhaneslargesample.csv:1033,\questionnaire\pharmaceutical\CARVEDILOL\,,TEXT,
nhaneslargesample.csv:323,\questionnaire\pharmaceutical\CELECOXIB\,,NUMERIC,
nhaneslargesample.csv:349,\questionnaire\pharmaceutical\CEPHALEXIN\,,NUMERIC,
nhaneslargesample.csv:704,\questionnaire\disease\cervix_cacner_self_report\,,NUMERIC,
nhaneslargesample.csv:985,\questionnaire\pharmaceutical\CETIRIZINE\,,TEXT,
nhaneslargesample.csv:329,\questionnaire\pharmaceutical\CETIRIZINE_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:192,\questionnaire\cognitive functioning\Exercises Finished\,,NUMERIC,
nhaneslargesample.csv:128,\questionnaire\cognitive functioning\Exercises Correct\,,NUMERIC,
nhaneslargesample.csv:664,\questionnaire\supplement use\CHOLESTEROL_mg\,,NUMERIC,
nhaneslargesample.csv:1158,\questionnaire\disease\chronic_disease_count\,,NUMERIC,
nhaneslargesample.csv:695,\questionnaire\smoking behavior\Current Cigarette Smoker?\,,NUMERIC,
nhaneslargesample.csv:380,\questionnaire\pharmaceutical\CIMETIDINE_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:1023,\questionnaire\pharmaceutical\CITALOPRAM\,,TEXT,
nhaneslargesample.csv:959,\questionnaire\pharmaceutical\CITALOPRAM_HYDROBROMIDE\,,TEXT,
nhaneslargesample.csv:379,\questionnaire\pharmaceutical\CLARITHROMYCIN\,,NUMERIC,
nhaneslargesample.csv:1051,\questionnaire\pharmaceutical\CLONAZEPAM\,,TEXT,
nhaneslargesample.csv:351,\questionnaire\pharmaceutical\CLONIDINE\,,NUMERIC,
nhaneslargesample.csv:993,\questionnaire\pharmaceutical\CLOPIDOGREL\,,TEXT,
nhaneslargesample.csv:960,\questionnaire\pharmaceutical\CLOPIDOGREL_BISULFATE\,,TEXT,
nhaneslargesample.csv:705,\questionnaire\disease\colon_cancer_self_report\,,NUMERIC,
nhaneslargesample.csv:1081,\questionnaire\food component recall\Community Water Supply\,,TEXT,
nhaneslargesample.csv:997,\questionnaire\pharmaceutical\CONJUGATED_ESTROGENS\,,TEXT,
nhaneslargesample.csv:665,\questionnaire\supplement use\COPPER_mg\,,NUMERIC,
nhaneslargesample.csv:1114,\questionnaire\supplement use\COPPER_Trace\,,TEXT,
nhaneslargesample.csv:1115,\questionnaire\supplement use\COPPER_Unknown\,,TEXT,
nhaneslargesample.csv:385,\questionnaire\pharmaceutical\CROMOLYN_SODIUM\,,NUMERIC,
nhaneslargesample.csv:740,\questionnaire\disease\Current asthma?\,,NUMERIC,
nhaneslargesample.csv:408,\questionnaire\occupation\current_loud_noise\,,NUMERIC,
nhaneslargesample.csv:731,\questionnaire\smoking behavior\Current or Past Cigarette Smoker?\,,NUMERIC,
nhaneslargesample.csv:624,\examination\physical fitness\Estimated VO2max (ml/kg/min)\,,NUMERIC,
nhaneslargesample.csv:635,\examination\physical fitness\Recovery 1 diastolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:633,\examination\physical fitness\Recovery 1 heart rate (per min)\,,NUMERIC,
nhaneslargesample.csv:634,\examination\physical fitness\Recovery 1 systolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:638,\examination\physical fitness\Recovery 2 diastolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:636,\examination\physical fitness\Recovery 2 heart rate (per min)\,,NUMERIC,
nhaneslargesample.csv:637,\examination\physical fitness\Recovery 2 systolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:629,\examination\physical fitness\Stage 1 diastolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:627,\examination\physical fitness\Stage 1 heart rate (per min)\,,NUMERIC,
nhaneslargesample.csv:628,\examination\physical fitness\Stage 1 systolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:632,\examination\physical fitness\Stage 2 diastolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:630,\examination\physical fitness\Stage 2 heart rate (per min)\,,NUMERIC,
nhaneslargesample.csv:631,\examination\physical fitness\Stage 2 systolic BP (mm Hg)\,,NUMERIC,
nhaneslargesample.csv:623,\examination\physical fitness\Predicted VO2max (ml/kg/min)\,,NUMERIC,
nhaneslargesample.csv:1011,\questionnaire\pharmaceutical\CYCLOBENZAPRINE\,,TEXT,
nhaneslargesample.csv:389,\questionnaire\pharmaceutical\CYCLOBENZAPRINE_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:666,\questionnaire\supplement use\CYSTINE_mg\,,NUMERIC,
nhaneslargesample.csv:1058,\questionnaire\food component recall\How often add salt to food at table\,,TEXT,
nhaneslargesample.csv:1059,\questionnaire\food component recall\Type of salt used at table\,,TEXT,
nhaneslargesample.csv:1054,\questionnaire\sun exposure\# of times in past yr you had a sunburn\,,TEXT,
nhaneslargesample.csv:1016,\questionnaire\pharmaceutical\DESLORATADINE\,,TEXT,
nhaneslargesample.csv:395,\questionnaire\pharmaceutical\DIAZEPAM\,,NUMERIC,
nhaneslargesample.csv:1131,\questionnaire\supplement use\DIETARY_FIBER_mg\,,TEXT,
nhaneslargesample.csv:313,\questionnaire\pharmaceutical\DIGOXIN\,,NUMERIC,
nhaneslargesample.csv:996,\questionnaire\pharmaceutical\DILTIAZEM\,,TEXT,
nhaneslargesample.csv:317,\questionnaire\pharmaceutical\DILTIAZEM_HYDROCHLORIDE\,,NUMERIC,
nhaneslargesample.csv:381,\questionnaire\pharmaceutical\DIVALPROEX_SODIUM\,,NUMERIC,
nhaneslargesample.csv:1165,\demographics\DMDBORN\,,NUMERIC,
nhaneslargesample.csv:1163,\demographics\DMDMARTL\,,NUMERIC,
nhaneslargesample.csv:1032,\questionnaire\pharmaceutical\DOXAZOSIN\,,TEXT,
nhaneslargesample.csv:328,\questionnaire\pharmaceutical\DOXAZOSIN_MESYLATE\,,NUMERIC,
nhaneslargesample.csv:1082,\questionnaire\food component recall\Total plain water drank yesterday (gm)\,,TEXT,
nhaneslargesample.csv:1083,\questionnaire\food component recall\Total tap water drank yesterday (gm)\,,TEXT,
nhaneslargesample.csv:1099,\questionnaire\food component recall\Total tap water drank yesterday (gm)\,,TEXT,
nhaneslargesample.csv:1084,\questionnaire\food component recall\Total bottled water drank yesterday (gm)\,,TEXT,
nhaneslargesample.csv:1085,\questionnaire\food component recall\Plain carbonated water (gm)\,,TEXT,
nhaneslargesample.csv:1060,\questionnaire\food component recall\Alpha-carotene (mcg)\,,TEXT,
nhaneslargesample.csv:491,\questionnaire\food component recall\Alcohol (gm)\,,NUMERIC,
nhaneslargesample.csv:1086,\questionnaire\food component recall\Added alpha-tocopherol (Vitamin E) (mg)\,,TEXT,
nhaneslargesample.csv:1061,\questionnaire\food component recall\Vitamin E as alpha-tocopherol (mg)\,,TEXT,
nhaneslargesample.csv:1087,\questionnaire\food component recall\Added vitamin B12 (mcg)\,,TEXT,
nhaneslargesample.csv:1062,\questionnaire\food component recall\Beta-carotene (mcg)\,,TEXT,
nhaneslargesample.csv:492,\questionnaire\food component recall\Caffeine (mg)\,,NUMERIC,
nhaneslargesample.csv:493,\questionnaire\food component recall\Calcium (mg)\,,NUMERIC,
nhaneslargesample.csv:494,\questionnaire\food component recall\Carbohydrate (gm)\,,NUMERIC,
nhaneslargesample.csv:495,\questionnaire\food component recall\Carotene\,,NUMERIC,
nhaneslargesample.csv:1100,\questionnaire\food component recall\Total choline (mg)\,,TEXT,
nhaneslargesample.csv:496,\questionnaire\food component recall\Cholesterol (mg)\,,NUMERIC,
nhaneslargesample.csv:497,\questionnaire\food component recall\Copper (mg)\,,NUMERIC,
nhaneslargesample.csv:1063,\questionnaire\food component recall\Beta-cryptoxanthin (mcg)\,,TEXT,
nhaneslargesample.csv:1064,\questionnaire\food component recall\Folic acid (mcg)\,,TEXT,
nhaneslargesample.csv:1065,\questionnaire\food component recall\Folate, DFE (mcg)\,,TEXT,
nhaneslargesample.csv:1066,\questionnaire\food component recall\Food folate (mcg)\,,TEXT,
nhaneslargesample.csv:498,\questionnaire\food component recall\Dietary fiber (gm)\,,NUMERIC,
nhaneslargesample.csv:499,\questionnaire\food component recall\Iron (mg)\,,NUMERIC,
nhaneslargesample.csv:500,\questionnaire\food component recall\Energy (kcal)\,,NUMERIC,
nhaneslargesample.csv:1067,\questionnaire\food component recall\Lycopene (mcg)\,,TEXT,
nhaneslargesample.csv:1068,\questionnaire\food component recall\Lutein \ zeaxanthin (mcg)\,,TEXT,
nhaneslargesample.csv:501,\questionnaire\food component recall\MFA 16:1 (Hexadecenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:502,\questionnaire\food component recall\MFA 18:1 (Octadecenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:503,\questionnaire\food component recall\MFA 20:1 (Eicosenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:504,\questionnaire\food component recall\MFA 22:1 (Docosenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:505,\questionnaire\food component recall\Magnesium (mg)\,,NUMERIC,
nhaneslargesample.csv:506,\questionnaire\food component recall\Total monounsaturated fatty acids (gm)\,,NUMERIC,
nhaneslargesample.csv:1069,\questionnaire\food component recall\Moisture (gm)\,,TEXT,
nhaneslargesample.csv:507,\questionnaire\food component recall\Niacin (mg)\,,NUMERIC,
nhaneslargesample.csv:508,\questionnaire\food component recall\PFA 18:2 (Octadecadienoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:509,\questionnaire\food component recall\PFA 18:3 (Octadecatrienoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:510,\questionnaire\food component recall\PFA 18:4 (Octadecatetraenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:511,\questionnaire\food component recall\PFA 20:4 (Eicosatetraenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:512,\questionnaire\food component recall\PFA 20:5 (Eicosapentaenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:513,\questionnaire\food component recall\PFA 22:5 (Docosapentaenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:514,\questionnaire\food component recall\PFA 22:6 (Docosahexaenoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:515,\questionnaire\food component recall\Total polyunsaturated fatty acids (gm)\,,NUMERIC,
nhaneslargesample.csv:516,\questionnaire\food component recall\Phosphorus (mg)\,,NUMERIC,
nhaneslargesample.csv:517,\questionnaire\food component recall\Potassium (mg)\,,NUMERIC,
nhaneslargesample.csv:518,\questionnaire\food component recall\Protein (gm)\,,NUMERIC,
nhaneslargesample.csv:1070,\questionnaire\food component recall\Retinol (mcg)\,,TEXT,
nhaneslargesample.csv:519,\questionnaire\food component recall\SFA 4:0 (Butanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:520,\questionnaire\food component recall\SFA 6:0 (Hexanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:521,\questionnaire\food component recall\SFA 8:0 (Octanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:522,\questionnaire\food component recall\SFA 10:0 (Decanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:523,\questionnaire\food component recall\SFA 12:0 (Dodecanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:524,\questionnaire\food component recall\SFA 14:0 (Tetradecanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:525,\questionnaire\food component recall\SFA 16:0 (Hexadecanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:526,\questionnaire\food component recall\SFA 18:0 (Octadecanoic) (gm)\,,NUMERIC,
nhaneslargesample.csv:527,\questionnaire\food component recall\Selenium (mcg)\,,NUMERIC,
nhaneslargesample.csv:528,\questionnaire\food component recall\Total saturated fatty acids (gm)\,,NUMERIC,
nhaneslargesample.csv:1088,\questionnaire\food component recall\Sodium (mg)\,,TEXT,
nhaneslargesample.csv:1071,\questionnaire\food component recall\Total sugars (gm)\,,TEXT,
nhaneslargesample.csv:529,\questionnaire\food component recall\Total fat (gm)\,,NUMERIC,
nhaneslargesample.csv:530,\questionnaire\food component recall\Theobromine (mg)\,,NUMERIC,
nhaneslargesample.csv:531,\questionnaire\food component recall\Vitamin A\,,NUMERIC,
nhaneslargesample.csv:1072,\questionnaire\food component recall\Vitamin A RAE (mcg)\,,TEXT,
nhaneslargesample.csv:532,\questionnaire\food component recall\Retinol\,,NUMERIC,
nhaneslargesample.csv:533,\questionnaire\food component recall\Thiamin (Vitamin B1) (mg)\,,NUMERIC,
nhaneslargesample.csv:534,\questionnaire\food component recall\Vitamin B12 (mcg)\,,NUMERIC,
nhaneslargesample.csv:535,\questionnaire\food component recall\Riboflavin (Vitamin B2) (mg)\,,NUMERIC,
nhaneslargesample.csv:536,\questionnaire\food component recall\Vitamin B6 (mg)\,,NUMERIC,
nhaneslargesample.csv:537,\questionnaire\food component recall\Vitamin C (mg)\,,NUMERIC,
nhaneslargesample.csv:538,\questionnaire\food component recall\Vitamin E\,,NUMERIC,
nhaneslargesample.csv:1073,\questionnaire\food component recall\Vitamin K (mcg)\,,TEXT,
nhaneslargesample.csv:539,\questionnaire\food component recall\Water\,,NUMERIC,
nhaneslargesample.csv:540,\questionnaire\food component recall\Zinc (mg)\,,NUMERIC,
nhaneslargesample.csv:541,\questionnaire\food component recall\Total plain water drank yesterday (gm)\,,NUMERIC,
nhaneslargesample.csv:542,\questionnaire\food component recall\Total home tap water drank yesterday(gm)\,,NUMERIC,
nhaneslargesample.csv:543,\questionnaire\food component recall\Shellfish eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:544,\questionnaire\food component recall\Clams eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:545,\questionnaire\food component recall\# of times clams eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:546,\questionnaire\food component recall\Crabs eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:547,\questionnaire\food component recall\# of times crabs eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:548,\questionnaire\food component recall\Crayfish eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:549,\questionnaire\food component recall\# of times crayfish eaten past 30 days\,,TEXT,
nhaneslargesample.csv:550,\questionnaire\food component recall\Lobsters eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:551,\questionnaire\food component recall\# of times lobsters eaten past 30 days\,,NUMERIC,
nhaneslargesample.csv:552,\questionnaire\food component recall\Mussels eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:553,\questionnaire\food component recall\# of times mussels eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:554,\questionnaire\food component recall\Oysters eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:555,\questionnaire\food component recall\# of times oysters eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:556,\questionnaire\food component recall\Scallops eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:557,\questionnaire\food component recall\# of times scallops eaten past 30 days\,,TEXT,
nhaneslargesample.csv:558,\questionnaire\food component recall\Shrimp eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:559,\questionnaire\food component recall\# of times shrimp eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:560,\questionnaire\food component recall\Other shellfish eaten past 30 days\,,NUMERIC,
nhaneslargesample.csv:561,\questionnaire\food component recall\# of times other shellfish eaten\,,TEXT,
nhaneslargesample.csv:562,\questionnaire\food component recall\Other unknown shellfish eaten past 30 d\,,NUMERIC,
nhaneslargesample.csv:563,\questionnaire\food component recall\# of times other unknown shellfish eaten\,,TEXT,
nhaneslargesample.csv:564,\questionnaire\food component recall\Refused on shellfish eaten past 30 days\,,NUMERIC,
nhaneslargesample.csv:565,\questionnaire\food component recall\Fish eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:566,\questionnaire\food component recall\Breaded fish products eaten past 30 days\,,NUMERIC,
nhaneslargesample.csv:567,\questionnaire\food component recall\# of times breaded fish products eaten\,,NUMERIC,
nhaneslargesample.csv:568,\questionnaire\food component recall\Tuna eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:569,\questionnaire\food component recall\# of times tuna eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:570,\questionnaire\food component recall\Bass eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:571,\questionnaire\food component recall\# of times bass eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:572,\questionnaire\food component recall\Catfish eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:573,\questionnaire\food component recall\# of times catfish eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:574,\questionnaire\food component recall\Cod eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:575,\questionnaire\food component recall\# of times cod eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:576,\questionnaire\food component recall\Flatfish eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:577,\questionnaire\food component recall\# of times flatfish eaten past 30 days\,,NUMERIC,
nhaneslargesample.csv:578,\questionnaire\food component recall\Haddock eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:579,\questionnaire\food component recall\# of times haddock eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:580,\questionnaire\food component recall\Mackerel eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:581,\questionnaire\food component recall\# of times mackerel eaten past 30 days\,,TEXT,
nhaneslargesample.csv:582,\questionnaire\food component recall\Perch eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:583,\questionnaire\food component recall\# of times perch eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:584,\questionnaire\food component recall\Pike eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:585,\questionnaire\food component recall\# of times pike eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:586,\questionnaire\food component recall\Pollock eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:587,\questionnaire\food component recall\# of times pollock eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:588,\questionnaire\food component recall\Porgy eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:589,\questionnaire\food component recall\# of times porgy eaten in past 30 days\,,TEXT,
nhaneslargesample.csv:590,\questionnaire\food component recall\Salmon eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:591,\questionnaire\food component recall\# of times salmon eaten in past 30 days\,,NUMERIC,
nhaneslargesample.csv:592,\questionnaire\food component recall\Sardines eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:593,\questionnaire\food component recall\# of times sardines eaten past 30 days\,,TEXT,
nhaneslargesample.csv:594,\questionnaire\food component recall\Sea bass eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:595,\questionnaire\food component recall\# of times sea bass eaten past 30 days\,,TEXT,
nhaneslargesample.csv:596,\questionnaire\food component recall\Shark eaten during past 30 days\,,NUMERIC,
nhaneslargesample.csv:597,\questionnaire\food component recall\# of times shark eaten in past 30 days\,,TEXT,
